rk,player,squad,nation,pos,primary_pos,age,ninetys,tag
328,Mateus Mane,Wolves,POR,MF,MF,17,0.0,box_to_box
329,Orel Mangala,Everton,BEL,MF,MF,26,14.0,meia_criativo
330,Ryan Manning,Southampton,IRL,"DF,MF",DF,28,16.2,zagueiro_construtor
331,Solly March,Brighton,ENG,"FW,MF",FW,30,1.9,centroavante_goleador
332,Omar Marmoush,Manchester City,EGY,"FW,MF",FW,25,13.1,centroavante_goleador
333,Gabriel Martinelli,Arsenal,BRA,"FW,MF",FW,23,25.4,centroavante_goleador
334,Emiliano Martínez,Aston Villa,ARG,GK,GK,31,35.5,goleiro_titular
335,Lisandro Martínez,Manchester Utd,ARG,DF,DF,26,19.5,zagueiro_construtor
336,Pape Matar Sarr,Tottenham,SEN,MF,MF,21,21.3,box_to_box
337,Jean-Philippe Mateta,Crystal Palace,FRA,FW,FW,27,29.4,centroavante_goleador
338,Stephy Mavididi,Leicester City,ENG,FW,FW,26,17.9,centroavante_goleador
339,Konstantinos Mavropanos,West Ham,GRE,DF,DF,26,22.7,zagueiro_construtor
340,Noussair Mazraoui,Manchester Utd,MAR,DF,DF,26,31.5,zagueiro_construtor
341,Bryan Mbeumo,Brentford,CMR,FW,FW,24,37.9,centroavante_goleador
342,James Mcatee,Manchester City,ENG,"MF,FW",MF,21,3.9,box_to_box
343,Kasey McAteer,Leicester City,IRL,FW,FW,22,9.5,centroavante_goleador
344,Alex McCarthy,Southampton,ENG,GK,GK,34,5.0,goleiro_titular
345,John McGinn,Aston Villa,SCO,"MF,FW",MF,29,24.7,box_to_box
346,Dwight McNeil,Everton,ENG,"MF,FW",MF,24,15.2,box_to_box
347,Scott McTominay,Manchester Utd,SCO,MF,MF,27,0.2,box_to_box
348,Ben Mee,Brentford,ENG,DF,DF,34,2.0,zagueiro_construtor
349,Jayden Meghoma,Brentford,ENG,DF,DF,18,0.1,zagueiro_construtor
350,Mikel Merino,Arsenal,ESP,"MF,FW",MF,28,17.6,box_to_box
351,Shumaira Mheuka,Chelsea,ENG,MF,MF,16,0.0,meia_criativo
352,Nikola Milenković,Nott'ham Forest,SRB,DF,DF,26,37.0,zagueiro_construtor
353,Lewis Miley,Newcastle Utd,ENG,MF,MF,18,3.5,box_to_box
354,James Milner,Brighton,ENG,MF,MF,38,1.9,box_to_box
355,Tyrone Mings,Aston Villa,ENG,DF,DF,31,12.4,zagueiro_construtor
356,Yankuba Minteh,Brighton,GAM,"FW,MF",FW,20,20.4,centroavante_goleador
357,Tyrick Mitchell,Crystal Palace,ENG,DF,DF,24,34.4,zagueiro_construtor
358,Kaoru Mitoma,Brighton,JPN,"FW,MF",FW,27,28.9,centroavante_goleador
359,Jakub Moder,Brighton,POL,MF,MF,25,0.1,meia_criativo
360,Jeremy Monga,Leicester City,ENG,"FW,MF",FW,16,1.2,centroavante_goleador
361,Mikey Moore,Tottenham,ENG,FW,FW,16,4.1,centroavante_goleador
362,Morato,Nott'ham Forest,BRA,DF,DF,23,10.1,zagueiro_construtor
363,Álex Moreno,Nott'ham Forest,ESP,"DF,MF",DF,31,10.6,zagueiro_construtor
364,Sam Morsy,Ipswich Town,EGY,MF,MF,32,30.6,box_to_box
365,Yerson Mosquera,Wolves,COL,DF,DF,23,4.9,zagueiro_construtor
366,Mason Mount,Manchester Utd,ENG,MF,MF,25,6.9,box_to_box
367,Divin Mubama,Manchester City,ENG,FW,FW,19,0.3,centroavante_goleador
368,Mykhailo Mudryk,Chelsea,UKR,FW,FW,23,1.7,centroavante_goleador
369,Marshall Munetsi,Wolves,ZIM,"MF,FW",MF,28,12.0,box_to_box
370,Rodrigo Muniz,Fulham,BRA,FW,FW,23,10.7,centroavante_goleador
371,Daniel Muñoz,Crystal Palace,COL,DF,DF,28,35.9,zagueiro_construtor
372,Arijanet Muric,Ipswich Town,KVX,GK,GK,25,18.0,goleiro_titular
373,Murillo,Nott'ham Forest,BRA,DF,DF,22,35.4,zagueiro_construtor
374,Jacob Murphy,Newcastle Utd,ENG,FW,FW,29,26.2,centroavante_goleador
375,Vitaliy Mykolenko,Everton,UKR,DF,DF,25,34.2,zagueiro_construtor
376,Iliman Ndiaye,Everton,SEN,FW,FW,24,27.0,centroavante_goleador
377,Wilfred Ndidi,Leicester City,NGA,MF,MF,27,25.8,box_to_box
378,Kosta Nedeljković,Aston Villa,SRB,DF,DF,18,1.4,zagueiro_construtor
379,Reiss Nelson,Arsenal,ENG,FW,FW,24,0.0,centroavante_goleador
380,Reiss Nelson,Fulham,ENG,FW,FW,24,5.4,centroavante_goleador
381,Neto,Bournemouth,BRA,GK,GK,35,2.0,goleiro_titular
382,Pedro Neto,Chelsea,POR,FW,FW,24,25.2,centroavante_goleador
383,Eddie Nketiah,Crystal Palace,ENG,"FW,MF",FW,25,11.5,centroavante_goleador
384,Christopher Nkunku,Chelsea,FRA,FW,FW,26,10.2,centroavante_goleador
385,Gustavo Nunes,Brentford,BRA,"FW,MF",FW,18,0.1,centroavante_goleador
386,Matheus Nunes,Manchester City,POR,"DF,MF",DF,25,18.6,zagueiro_construtor
387,Darwin Núñez,Liverpool,URU,FW,FW,25,12.6,centroavante_goleador
388,Ethan Nwaneri,Arsenal,ENG,"FW,MF",FW,17,9.9,centroavante_goleador
389,Christian Nørgaard,Brentford,DEN,MF,MF,30,31.3,box_to_box
390,Jake O'Brien,Everton,IRL,DF,DF,23,17.5,zagueiro_construtor
391,Matt O'Riley,Brighton,DEN,MF,MF,23,10.4,box_to_box
392,Dara O'Shea,Ipswich Town,IRL,DF,DF,25,34.7,zagueiro_construtor
393,Chidozie Obi-Martin,Manchester Utd,DEN,FW,FW,16,1.8,centroavante_goleador
394,Wilson Odobert,Tottenham,FRA,"FW,MF",FW,19,9.4,centroavante_goleador
395,Chiedozie Ogbene,Ipswich Town,IRL,FW,FW,27,2.6,segundo_atacante
396,Caleb Okoli,Leicester City,ITA,DF,DF,23,12.5,zagueiro_construtor
397,Robin Olsen,Aston Villa,SWE,GK,GK,34,2.5,goleiro_reserva
398,Amadou Onana,Aston Villa,BEL,MF,MF,22,18.0,box_to_box
399,André Onana,Manchester Utd,CMR,GK,GK,28,34.0,goleiro_titular
400,Paul Onuachu,Southampton,NGA,FW,FW,30,11.7,centroavante_goleador
401,Frank Onyeka,Brentford,NGA,MF,MF,26,0.3,box_to_box
402,Lewis Orford,West Ham,ENG,MF,MF,18,0.5,box_to_box
403,Stefan Ortega,Manchester City,GER,GK,GK,31,12.2,goleiro_titular
404,William Osula,Newcastle Utd,DEN,FW,FW,20,1.5,centroavante_goleador
405,Dango Ouattara,Bournemouth,BFA,FW,FW,22,22.3,centroavante_goleador
406,Nico O’Reilly,Manchester City,ENG,DF,DF,19,5.9,zagueiro_construtor
407,Alex Palmer,Ipswich Town,ENG,GK,GK,27,13.0,goleiro_titular
408,Cole Palmer,Chelsea,ENG,"MF,FW",MF,22,35.5,box_to_box
409,Emerson Palmieri,West Ham,ITA,DF,DF,29,23.5,zagueiro_construtor
410,Lucas Paquetá,West Ham,BRA,"MF,FW",MF,26,26.4,box_to_box
411,Thomas Partey,Arsenal,GHA,"MF,DF",MF,31,31.1,box_to_box
412,Nathan Patterson,Everton,SCO,DF,DF,22,3.9,zagueiro_construtor
413,Andreas Pereira,Fulham,BRA,MF,MF,28,22.4,meia_criativo
414,Ricardo Pereira,Leicester City,POR,DF,DF,30,4.3,zagueiro_construtor
415,Kalvin Phillips,Ipswich Town,ENG,MF,MF,28,13.7,box_to_box
416,Jaden Philogene Bidace,Aston Villa,ENG,"FW,MF",FW,22,3.7,centroavante_goleador
417,Jaden Philogene Bidace,Ipswich Town,ENG,"FW,DF",FW,22,5.3,centroavante_goleador
418,Jordan Pickford,Everton,ENG,GK,GK,30,38.0,goleiro_titular
419,Ethan Pinnock,Brentford,JAM,DF,DF,31,21.3,zagueiro_construtor
420,Daniel Podence,Wolves,POR,"MF,FW",MF,28,0.5,meia_criativo
421,Alfie Pond,Wolves,ENG,DF,DF,20,0.0,zagueiro_classico
422,Nick Pope,Newcastle Utd,ENG,GK,GK,32,28.0,goleiro_titular
423,Pedro Porro,Tottenham,ESP,DF,DF,24,29.0,zagueiro_construtor
424,Jarell Quansah,Liverpool,ENG,DF,DF,21,5.5,zagueiro_construtor
425,Hákon Rafn Valdimarsson,Brentford,ISL,GK,GK,22,1.6,goleiro_reserva
426,Aaron Ramsdale,Southampton,ENG,GK,GK,26,30.0,goleiro_titular
427,Jacob Ramsey,Aston Villa,ENG,"FW,MF",FW,23,18.0,centroavante_goleador
428,Marcus Rashford,Manchester Utd,ENG,"FW,MF",FW,26,10.9,centroavante_goleador
429,Marcus Rashford,Aston Villa,ENG,FW,FW,26,4.9,centroavante_goleador
430,David Raya,Arsenal,ESP,GK,GK,28,38.0,goleiro_titular
431,Harrison Reed,Fulham,ENG,MF,MF,29,1.2,meia_criativo
432,Remy Rees-Dottin,Bournemouth,ENG,FW,FW,18,0.0,centroavante_goleador
433,Sergio Reguilón,Tottenham,ESP,DF,DF,27,2.2,zagueiro_construtor
434,Vitor Reis,Manchester City,BRA,DF,DF,18,0.0,zagueiro_classico
435,Chadi Riad,Crystal Palace,MAR,DF,DF,21,1.0,zagueiro_construtor
436,Declan Rice,Arsenal,ENG,MF,MF,25,31.4,box_to_box
437,Chris Richards,Crystal Palace,USA,DF,DF,24,21.4,zagueiro_construtor
438,Richarlison,Tottenham,BRA,FW,FW,27,5.6,centroavante_goleador
439,Andrew Robertson,Liverpool,SCO,DF,DF,30,27.6,zagueiro_construtor
440,Antonee Robinson,Fulham,USA,DF,DF,26,35.2,zagueiro_construtor
441,Jay Robinson,Southampton,ENG,"MF,FW",MF,17,1.5,meia_criativo
442,Rodri,Manchester City,ESP,MF,MF,28,0.8,meia_criativo
443,Guido Rodríguez,West Ham,ARG,MF,MF,30,12.8,meia_criativo
444,Mads Roerslev,Brentford,DEN,DF,DF,25,12.2,zagueiro_construtor
445,Morgan Rogers,Aston Villa,ENG,"FW,MF",FW,22,34.6,centroavante_goleador
446,Cristian Romero,Tottenham,ARG,DF,DF,26,15.7,zagueiro_construtor
447,Georginio Rutter,Brighton,FRA,"MF,FW",MF,22,18.4,box_to_box
448,José Sá,Wolves,POR,GK,GK,31,29.0,goleiro_titular
449,Bukayo Saka,Arsenal,ENG,"FW,MF",FW,22,19.2,centroavante_goleador
450,Mohamed Salah,Liverpool,EGY,FW,FW,32,37.5,centroavante_goleador
451,William Saliba,Arsenal,FRA,DF,DF,23,33.8,zagueiro_construtor
452,Robert Sánchez,Chelsea,ESP,GK,GK,26,32.0,goleiro_titular
453,Jadon Sancho,Chelsea,ENG,FW,FW,24,19.6,centroavante_goleador
454,Ibrahim Sangaré,Nott'ham Forest,CIV,MF,MF,26,6.6,box_to_box
455,Pablo Sarabia,Wolves,ESP,"MF,FW",MF,32,9.0,box_to_box
456,Jeremy Sarmiento,Brighton,ECU,MF,MF,22,0.1,box_to_box
457,Ismaila Sarr,Crystal Palace,SEN,MF,MF,26,30.1,box_to_box
458,Sávio,Manchester City,BRA,"FW,MF",FW,20,19.6,centroavante_goleador
459,Oliver Scarles,West Ham,ENG,"DF,FW",DF,18,7.4,zagueiro_construtor
460,Dane Scarlett,Tottenham,ENG,"FW,MF",FW,20,0.4,segundo_atacante
461,Kevin Schade,Brentford,GER,FW,FW,22,25.5,centroavante_goleador
462,Fabian Schär,Newcastle Utd,SUI,DF,DF,32,32.6,zagueiro_construtor
463,Jeffrey Schlupp,Crystal Palace,GHA,"MF,DF",MF,31,1.1,box_to_box
464,Alex Scott,Bournemouth,ENG,MF,MF,20,8.4,box_to_box
465,Matz Sels,Nott'ham Forest,BEL,GK,GK,32,38.0,goleiro_titular
466,Nélson Semedo,Wolves,POR,DF,DF,30,32.1,zagueiro_construtor
467,Antoine Semenyo,Bournemouth,GHA,FW,FW,24,35.6,centroavante_goleador
468,Marcos Senesi,Bournemouth,ARG,DF,DF,27,12.3,zagueiro_construtor
469,Ryan Sessegnon,Fulham,ENG,"FW,DF",FW,24,6.4,centroavante_goleador
470,Luke Shaw,Manchester Utd,ENG,DF,DF,29,3.9,zagueiro_construtor
471,Zain Silcott-Duberry,Bournemouth,MSR,FW,FW,19,0.0,centroavante_goleador
472,Bernardo Silva,Manchester City,POR,"MF,FW",MF,29,29.7,meia_criativo
473,Jota Silva,Nott'ham Forest,POR,"FW,MF",FW,24,9.5,centroavante_goleador
474,Eric da Silva Moreira,Nott'ham Forest,GER,"MF,DF",MF,18,0.3,box_to_box
475,Jahmai Simpson-Pusey,Manchester City,ENG,DF,DF,18,1.1,zagueiro_construtor
476,Luis Sinisterra,Bournemouth,COL,"FW,MF",FW,25,2.6,centroavante_goleador
477,Oliver Skipp,Leicester City,ENG,MF,MF,23,12.5,box_to_box
478,William Smallbone,Southampton,IRL,MF,MF,24,7.7,box_to_box
479,Adam Smith,Bournemouth,ENG,DF,DF,33,17.7,zagueiro_construtor
480,Emile Smith Rowe,Fulham,ENG,MF,MF,24,22.7,meia_criativo
481,Dominic Solanke,Tottenham,ENG,FW,FW,26,24.5,centroavante_goleador
482,Carlos Soler,West Ham,ESP,"MF,FW",MF,27,15.7,box_to_box
483,Julio Soler,Bournemouth,ARG,"DF,FW",DF,19,0.1,zagueiro_construtor
484,Ramón Sosa,Nott'ham Forest,PAR,"FW,MF",FW,24,3.3,centroavante_goleador
485,Tomáš Souček,West Ham,CZE,MF,MF,29,28.5,box_to_box
486,Boubakary Soumaré,Leicester City,FRA,MF,MF,25,24.1,box_to_box
487,Djed Spence,Tottenham,ENG,DF,DF,23,19.9,zagueiro_construtor
488,Jay Stansfield,Fulham,ENG,MF,MF,21,0.0,box_to_box
489,Jason Steele,Brighton,ENG,GK,GK,33,2.0,goleiro_titular
490,Jack Stephens,Southampton,ENG,DF,DF,30,15.4,zagueiro_construtor
491,Raheem Sterling,Arsenal,ENG,"FW,MF",FW,29,5.5,centroavante_goleador
492,Ross Stewart,Southampton,SCO,FW,FW,28,4.3,centroavante_goleador
493,Jakub Stolarczyk,Leicester City,POL,GK,GK,23,10.0,goleiro_titular
494,John Stones,Manchester City,ENG,"DF,MF",DF,30,6.1,zagueiro_construtor
495,Jørgen Strand Larsen,Wolves,NOR,FW,FW,24,28.7,centroavante_goleador
496,Yukinari Sugawara,Southampton,JPN,"DF,MF",DF,24,17.3,zagueiro_construtor
497,Kamaldeen Sulemana,Southampton,GHA,"FW,MF",FW,22,15.6,centroavante_goleador
498,Crysencio Summerville,West Ham,NED,"FW,MF",FW,22,8.7,centroavante_goleador
499,Sammie Szmodics,Ipswich Town,IRL,"FW,MF",FW,28,11.0,centroavante_goleador
500,Dominik Szoboszlai,Liverpool,HUN,MF,MF,23,27.7,meia_criativo
501,Matt Targett,Newcastle Utd,ENG,DF,DF,28,0.2,zagueiro_construtor
502,James Tarkowski,Everton,ENG,DF,DF,31,32.5,zagueiro_construtor
503,Marcus Tavernier,Bournemouth,ENG,"FW,MF",FW,25,21.5,centroavante_goleador
504,Charlie Taylor,Southampton,ENG,DF,DF,30,4.0,zagueiro_construtor
505,Jack Taylor,Ipswich Town,IRL,MF,MF,26,9.6,box_to_box
506,Mathys Tel,Tottenham,FRA,FW,FW,19,10.1,centroavante_goleador
507,Kenny Tete,Fulham,NED,DF,DF,28,19.7,zagueiro_construtor
508,Thiago,Brentford,BRA,"FW,MF",FW,23,1.9,centroavante_goleador
509,Luke Thomas,Leicester City,ENG,DF,DF,23,12.3,zagueiro_construtor
510,Youri Tielemans,Aston Villa,BEL,MF,MF,27,33.6,box_to_box
511,Kieran Tierney,Arsenal,SCO,"DF,FW",DF,27,2.9,zagueiro_construtor
512,Jurriën Timber,Arsenal,NED,DF,DF,23,26.9,zagueiro_construtor
513,Jean-Clair Todibo,West Ham,FRA,DF,DF,24,20.3,zagueiro_construtor
514,Harry Toffolo,Nott'ham Forest,ENG,DF,DF,28,1.5,zagueiro_construtor
515,Takehiro Tomiyasu,Arsenal,JPN,DF,DF,25,0.1,zagueiro_construtor
516,Sandro Tonali,Newcastle Utd,ITA,MF,MF,24,29.2,box_to_box
517,Pau Torres,Aston Villa,ESP,DF,DF,27,22.4,zagueiro_construtor
518,Conor Townsend,Ipswich Town,ENG,DF,DF,31,3.7,zagueiro_construtor
519,Adama Traoré,Fulham,ESP,"FW,MF",FW,28,19.7,centroavante_goleador
520,Boubacar Traoré,Wolves,MLI,MF,MF,22,0.0,box_to_box
521,Mark Travers,Bournemouth,IRL,GK,GK,25,5.0,goleiro_titular
522,Ryan Trevitt,Brentford,ENG,MF,MF,21,0.0,box_to_box
523,Kieran Trippier,Newcastle Utd,ENG,DF,DF,33,14.5,zagueiro_construtor
524,Leandro Trossard,Arsenal,BEL,FW,FW,29,28.3,centroavante_goleador
525,Kostas Tsimikas,Liverpool,GRE,DF,DF,28,9.3,zagueiro_construtor
526,Axel Tuanzebe,Ipswich Town,COD,DF,DF,26,19.0,zagueiro_construtor
527,Destiny Udogie,Tottenham,ITA,DF,DF,21,21.4,zagueiro_construtor
528,Manuel Ugarte Ribeiro,Manchester Utd,URU,MF,MF,23,19.8,box_to_box
529,Lesley Ugochukwu,Southampton,FRA,MF,MF,20,18.4,box_to_box
530,Enes Ünal,Bournemouth,TUR,"FW,MF",FW,27,3.8,centroavante_goleador
531,Virgil van Dijk,Liverpool,NED,DF,DF,33,37.0,zagueiro_construtor
532,Jamie Vardy,Leicester City,ENG,FW,FW,37,31.4,centroavante_goleador
533,Renato Veiga,Chelsea,POR,"DF,MF",DF,21,2.0,zagueiro_construtor
534,Joël Veltman,Brighton,NED,DF,DF,32,18.9,zagueiro_construtor
535,Micky van de Ven,Tottenham,NED,DF,DF,23,11.3,zagueiro_construtor
536,Bart Verbruggen,Brighton,NED,GK,GK,21,36.0,goleiro_titular
537,Jannik Vestergaard,Leicester City,DEN,DF,DF,31,15.5,zagueiro_construtor
538,Guglielmo Vicario,Tottenham,ITA,GK,GK,27,24.0,goleiro_titular
539,Carlos Vinícius,Fulham,BRA,"MF,FW",MF,29,0.2,box_to_box
540,Kyle Walker,Manchester City,ENG,DF,DF,34,10.8,zagueiro_construtor
541,Kyle Walker-Peters,Southampton,ENG,DF,DF,27,32.4,zagueiro_construtor
542,Christian Walton,Ipswich Town,ENG,GK,GK,28,7.0,goleiro_titular
543,Aaron Wan-Bissaka,West Ham,ENG,DF,DF,26,35.0,zagueiro_construtor
544,Danny Ward,Leicester City,WAL,GK,GK,31,1.5,goleiro_reserva
545,Joel Ward,Crystal Palace,ENG,DF,DF,34,0.8,zagueiro_construtor
546,James Ward-Prowse,West Ham,ENG,MF,MF,29,11.5,meia_criativo
547,James Ward-Prowse,Nott'ham Forest,ENG,MF,MF,29,4.4,box_to_box
548,Ollie Watkins,Aston Villa,ENG,FW,FW,28,28.9,centroavante_goleador
549,Adam Webster,Brighton,ENG,DF,DF,29,9.9,zagueiro_construtor
550,Danny Welbeck,Brighton,ENG,FW,FW,33,23.5,centroavante_goleador
551,Welington,Southampton,BRA,DF,DF,23,5.4,zagueiro_construtor
552,Timo Werner,Tottenham,GER,"FW,MF",FW,28,5.7,centroavante_goleador
553,Adam Wharton,Crystal Palace,ENG,MF,MF,20,14.6,meia_criativo
554,Ben White,Arsenal,ENG,DF,DF,26,13.3,zagueiro_construtor
555,Mats Wieffer,Brighton,NED,"DF,MF",DF,24,11.3,zagueiro_construtor
556,Neco Williams,Nott'ham Forest,WAL,DF,DF,23,28.8,zagueiro_construtor
557,Willian,Fulham,BRA,"FW,MF",FW,35,2.9,centroavante_goleador
558,Joe Willock,Newcastle Utd,ENG,"MF,FW",MF,24,12.1,box_to_box
559,Callum Wilson,Newcastle Utd,ENG,FW,FW,32,4.1,centroavante_goleador
560,Harry Wilson,Fulham,WAL,"FW,MF",FW,27,12.9,centroavante_goleador
561,Harry Winks,Leicester City,ENG,MF,MF,28,17.1,box_to_box
562,Ben Winterburn,Bournemouth,ENG,"MF,FW",MF,19,0.3,box_to_box
563,Yoane Wissa,Brentford,COD,FW,FW,27,32.4,centroavante_goleador
564,Chris Wood,Nott'ham Forest,NZL,FW,FW,32,32.9,centroavante_goleador
565,Nathan Wood-Gordon,Southampton,ENG,DF,DF,22,8.6,zagueiro_construtor
566,Luke Woolfenden,Ipswich Town,ENG,DF,DF,25,13.2,zagueiro_construtor
567,Yehor Yarmoliuk,Brentford,UKR,MF,MF,20,16.1,meia_criativo
568,Ryan Yates,Nott'ham Forest,ENG,MF,MF,26,21.3,box_to_box
569,Leny Yoro,Manchester Utd,FRA,DF,DF,18,12.9,zagueiro_construtor
570,Ashley Young,Everton,ENG,DF,DF,39,20.8,zagueiro_construtor
571,Illia Zabarnyi,Bournemouth,UKR,DF,DF,21,34.5,zagueiro_construtor
572,Oleksandr Zinchenko,Arsenal,UKR,"DF,MF",DF,27,5.9,zagueiro_construtor
573,Joshua Zirkzee,Manchester Utd,NED,"FW,MF",FW,23,15.6,centroavante_goleador
574,Martin Ødegaard,Arsenal,NOR,MF,MF,25,25.8,meia_criativo
575,James Abankwah,Udinese,IRL,"DF,MF",DF,20,1.0,zagueiro_construtor
576,Saud Abdulhamid,Roma,KSA,DF,DF,25,2.3,zagueiro_construtor
577,Oliver Abildgaard,Como,DEN,MF,MF,28,0.1,box_to_box
578,Tammy Abraham,Roma,ENG,FW,FW,26,0.0,centroavante_goleador
579,Tammy Abraham,Milan,ENG,FW,FW,26,13.1,centroavante_goleador
580,Federico Accornero,Genoa,ITA,MF,MF,20,0.1,box_to_box
581,Francesco Acerbi,Inter,ITA,DF,DF,36,19.0,zagueiro_construtor
582,Che Adams,Torino,SCO,FW,FW,28,29.5,centroavante_goleador
583,Yacine Adli,Fiorentina,FRA,MF,MF,24,13.5,box_to_box
584,Vasilije Adžić,Juventus,MNE,"MF,FW",MF,18,0.5,box_to_box
585,Michel Aebischer,Bologna,SUI,MF,MF,27,8.0,meia_criativo
586,Honest Ahanor,Genoa,ITA,"DF,MF",DF,16,3.0,zagueiro_construtor
587,Junior Ajayi,Hellas Verona,CIV,FW,FW,19,0.1,centroavante_goleador
588,Jean-Daniel Akpa-Akpro,Monza,CIV,MF,MF,31,10.7,box_to_box
589,David Akpan Ankeye,Genoa,NGA,"FW,MF",FW,22,0.5,centroavante_goleador
590,Faride Alidou,Hellas Verona,GER,"FW,MF",FW,23,0.8,segundo_atacante
591,Dele Alli,Como,ENG,MF,MF,28,0.1,box_to_box
592,Pontus Almqvist,Parma,SWE,"FW,MF",FW,25,12.4,centroavante_goleador
593,Giorgio Altare,Venezia,ITA,DF,DF,25,8.4,zagueiro_construtor
594,Sofyan Amrabat,Fiorentina,MAR,MF,MF,27,2.0,meia_criativo
595,Angeliño,Roma,ESP,DF,DF,27,35.3,zagueiro_construtor
596,Lorenzo Anghelè,Juventus,ITA,FW,FW,19,0.1,centroavante_goleador
597,Faustino Anjorin,Empoli,ENG,MF,MF,22,12.4,box_to_box
598,Marko Arnautović,Inter,AUT,FW,FW,35,5.9,centroavante_goleador
599,Kristjan Asllani,Inter,ALB,MF,MF,22,10.9,meia_criativo
600,Arthur Atta,Udinese,FRA,"MF,FW",MF,21,13.9,box_to_box
601,Emil Audero,Como,IDN,GK,GK,27,8.0,goleiro_titular
602,Tommaso Augello,Cagliari,ITA,DF,DF,29,30.1,zagueiro_construtor
603,Carlos Augusto,Inter,BRA,DF,DF,25,18.1,zagueiro_construtor
604,Yann Aurel Bisseck,Inter,GER,DF,DF,23,17.3,zagueiro_construtor
605,Paulo Azzi,Cagliari,BRA,DF,DF,30,4.7,zagueiro_construtor
606,Oussama El Azzouzi,Bologna,MAR,MF,MF,23,0.2,box_to_box
607,Jacopo Bacci,Empoli,ITA,MF,MF,19,0.3,box_to_box
608,Milan Badelj,Genoa,CRO,MF,MF,35,16.4,box_to_box
609,Mitchel Bakker,Atalanta,NED,MF,MF,24,0.2,box_to_box
610,Tommaso Baldanzi,Roma,ITA,"MF,FW",MF,21,9.2,box_to_box
611,Keita Baldé,Monza,SEN,FW,FW,29,7.1,centroavante_goleador
612,Botond Balogh,Parma,HUN,DF,DF,22,22.8,zagueiro_construtor
613,Mario Balotelli,Genoa,ITA,"FW,MF",FW,33,0.7,centroavante_goleador
614,Lameck Banda,Lecce,ZAM,"FW,MF",FW,23,6.8,centroavante_goleador
615,Daniel Bandeira,Hellas Verona,POR,MF,MF,24,4.5,box_to_box
616,Mattia Bani,Genoa,ITA,DF,DF,30,16.7,zagueiro_construtor
617,Antonín Barák,Fiorentina,CZE,MF,MF,29,0.6,meia_criativo
618,Federico Barba,Como,ITA,DF,DF,30,4.8,zagueiro_construtor
619,Nicolò Barella,Inter,ITA,MF,MF,27,27.3,meia_criativo
620,Davide Bartesaghi,Milan,ITA,DF,DF,18,1.3,zagueiro_construtor
621,Federico Baschirotto,Lecce,ITA,DF,DF,27,38.0,zagueiro_construtor
622,Daniele Baselli,Como,ITA,MF,MF,32,0.2,box_to_box
623,Alessandro Bastoni,Inter,ITA,DF,DF,25,25.9,zagueiro_construtor
624,Reda Belahyane,Hellas Verona,MAR,MF,MF,20,18.4,meia_criativo
625,Reda Belahyane,Lazio,MAR,MF,MF,20,2.2,box_to_box
626,Raoul Bellanova,Torino,ITA,DF,DF,24,1.0,zagueiro_construtor
627,Raoul Bellanova,Atalanta,ITA,DF,DF,24,26.7,zagueiro_construtor
628,Andrea Belotti,Como,ITA,FW,FW,30,6.6,centroavante_goleador
629,Lucas Beltrán,Fiorentina,ARG,"FW,MF",FW,23,20.7,centroavante_goleador
630,Adrian Benedyczak,Parma,POL,"FW,MF",FW,23,2.4,centroavante_goleador
631,Ismaël Bennacer,Milan,ALG,MF,MF,26,3.3,meia_criativo
632,Medon Berisha,Lecce,ALB,MF,MF,20,8.0,box_to_box
633,Adrian Bernabe,Parma,ESP,MF,MF,23,16.1,meia_criativo
634,Antoine Bernede,Hellas Verona,FRA,MF,MF,25,6.6,box_to_box
635,Sam Beukema,Bologna,NED,DF,DF,25,33.5,zagueiro_construtor
636,Alessandro Bianco,Monza,ITA,MF,MF,21,28.9,box_to_box
637,Alessandro Bianco,Fiorentina,ITA,MF,MF,21,0.2,box_to_box
638,Jaka Bijol,Udinese,SVN,DF,DF,25,32.9,zagueiro_construtor
639,Philip Billing,Napoli,DEN,MF,MF,28,2.2,box_to_box
640,Cristiano Biraghi,Torino,ITA,DF,DF,31,12.9,zagueiro_construtor
641,Cristiano Biraghi,Fiorentina,ITA,DF,DF,31,4.8,zagueiro_construtor
642,Samuele Birindelli,Monza,ITA,"DF,MF",DF,25,16.3,zagueiro_construtor
643,Bjarki Bjarkason,Venezia,ISL,"DF,MF",DF,24,1.8,zagueiro_construtor
644,Emil Bohinen,Genoa,NOR,MF,MF,25,1.8,meia_criativo
645,Warren Bondo,Monza,FRA,MF,MF,20,18.0,box_to_box
646,Warren Bondo,Milan,FRA,MF,MF,20,1.8,meia_criativo
647,Kevin Bonifazi,Lecce,ITA,DF,DF,28,0.7,zagueiro_construtor
648,Ange-Yoan Bonny,Parma,FRA,FW,FW,20,28.1,centroavante_goleador
649,Edoardo Bove,Fiorentina,ITA,"MF,FW",MF,22,9.3,meia_criativo
650,Domagoj Bradarić,Hellas Verona,CRO,DF,DF,24,21.5,zagueiro_construtor
651,Matthias Braunöder,Como,AUT,MF,MF,22,3.0,box_to_box
652,Iker Bravo,Udinese,ESP,"FW,MF",FW,19,7.6,centroavante_goleador
653,Gleison Bremer,Juventus,BRA,DF,DF,27,6.0,zagueiro_construtor
654,Brenner,Udinese,BRA,"MF,FW",MF,24,4.3,box_to_box
655,Marco Brescianini,Atalanta,ITA,MF,MF,24,11.0,meia_criativo
656,Arvid Brorsson,Monza,SWE,DF,DF,25,4.0,zagueiro_construtor
