rk,player,squad,status,page_title,description,image_url,file
115,Jorge Cuenca,Fulham,ok,Jorge Cuenca,Spanish footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Jorge_Cuenca_24082024.jpg/500px-Jorge_Cuenca_24082024.jpg,
116,Matheus Cunha,Wolves,ok,Matheus Cunha,Brazilian footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Matheus_Cunha_Brazil_V_Morocco_13_June_2026-178_%28cropped%29.jpg/500px-Matheus_Cunha_Brazil_V_Morocco_13_June_2026-178_%28cropped%29.jpg,
117,Patson Daka,Leicester City,ok,Patson Daka,Zambian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/FC_RB_Salzburg_versus_CSKA_Sofia_%28Testspiel_3._Juli_2019%29_18.jpg/500px-FC_RB_Salzburg_versus_CSKA_Sofia_%28Testspiel_3._Juli_2019%29_18.jpg,
118,Diogo Dalot,Manchester Utd,ok,Diogo Dalot,Portuguese footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Diogo_Dalot_USMNT_v_Portugal_Mar_31_2026-12.jpg/500px-Diogo_Dalot_USMNT_v_Portugal_Mar_31_2026-12.jpg,
119,Mikkel Damsgaard,Brentford,ok,Mikkel Damsgaard,Danish footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Mikkel_Damsgaard_29112025_%282%29_%28cropped%29.jpg/500px-Mikkel_Damsgaard_29112025_%282%29_%28cropped%29.jpg,
120,Danilo,Nott'ham Forest,ok,"Danilo (footballer, born July 1991)",Brazilian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Danilo_and_Bilal_El_Khannouss_at_2026_FIFA_World_Cup_by_YantsImages_%28cropped%29.jpg/500px-Danilo_and_Bilal_El_Khannouss_at_2026_FIFA_World_Cup_by_YantsImages_%28cropped%29.jpg,
121,Jayden Danns,Liverpool,no_photo,Jayden Danns,English footballer (born 2006),,
122,Kevin Danso,Tottenham,ok,Kevin Danso,Austrian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Kevin_Danso_ASSE_RCL_2425.jpg/500px-Kevin_Danso_ASSE_RCL_2425.jpg,
123,Ben Davies,Tottenham,ok,"Ben Davies (footballer, born 1993)",Welsh footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ben_Davies_in_Austria_vs._Wales_2016-10-06_%28118%29_02.jpg/500px-Ben_Davies_in_Austria_vs._Wales_2016-10-06_%28118%29_02.jpg,
124,Leif Davis,Ipswich Town,ok,Leif Davis,English footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Leif_Davis_2021.jpg/500px-Leif_Davis_2021.jpg,
125,Craig Dawson,Wolves,ok,Craig Dawson,English footballer (born 1990),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/CraigDawson.jpeg/500px-CraigDawson.jpeg,
126,Kevin De Bruyne,Manchester City,ok,Kevin De Bruyne,Belgian footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Kevin_De_Bruyne_USMNT_v_Belgium_Mar_28_2026-64_%28cropped%29.jpg/500px-Kevin_De_Bruyne_USMNT_v_Belgium_Mar_28_2026-64_%28cropped%29.jpg,
127,Bobby De Cordova-Reid,Leicester City,ok,Bobby De Cordova-Reid,Jamaican footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Bobby_Decordova-Reid_24082024_%282%29.jpg/500px-Bobby_Decordova-Reid_24082024_%282%29.jpg,
128,Liam Delap,Ipswich Town,ok,Liam Delap,English footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/6/66/Liam_Delap_in_2025.jpg,
129,Sepp van den Berg,Brentford,ok,Sepp van den Berg,Dutch footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/e/eb/Sepp_van_den_Berg_and_Nathan_Collins_29112025_%282%29_%28Sepp_van_den_Berg%29.jpg,
130,Justin Devenny,Crystal Palace,ok,Justin Devenny,Northern Irish association football player (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Fredrikstad_Fotballklubb_v_Crystal_Palace_FC%2C_28_August_2025_B28_%28Justin_Devenny%29.jpg/500px-Fredrikstad_Fotballklubb_v_Crystal_Palace_FC%2C_28_August_2025_B28_%28Justin_Devenny%29.jpg,
131,Kiernan Dewsbury-Hall,Chelsea,ok,Kiernan Dewsbury-Hall,English footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/7/77/Kiernan_Dewsbury-Hall_FIFA_Club_World_Cup_final_extraction.jpg,
132,Amad Diallo,Manchester Utd,ok,Amad Diallo,Ivorian footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Amad_Diallo_Cote_D%27Ivoire_v_Ecuador_14_June_2026-256_%28cropped_2%29.jpg/500px-Amad_Diallo_Cote_D%27Ivoire_v_Ecuador_14_June_2026-256_%28cropped_2%29.jpg,
133,Rúben Dias,Manchester City,ok,Rúben Dias,Portuguese footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/9/9a/Portugal_national_football_team_0866_%28R%C3%BAben_Dias%29.jpg,
134,Luis Díaz,Liverpool,ok,"Luis Díaz (footballer, born 1997)",Colombian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/FC_RB_Salzburg_gegen_FC_Bayern_M%C3%BCnchen_%282026-01-06_Testspiel%29_40_%28Luiz_D%C3%ADaz%29.jpg/500px-FC_RB_Salzburg_gegen_FC_Bayern_M%C3%BCnchen_%282026-01-06_Testspiel%29_40_%28Luiz_D%C3%ADaz%29.jpg,
135,Tyler Dibling,Southampton,no_photo,Tyler Dibling,English footballer (born 2006),,
136,Lucas Digne,Aston Villa,ok,Lucas Digne,French footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Lucas_Digne_France_v_Senegal_16_June_2026-275_%28cropped%29.jpg/500px-Lucas_Digne_France_v_Senegal_16_June_2026-275_%28cropped%29.jpg,
137,Issa Diop,Fulham,ok,Issa Diop (footballer),Moroccan footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Issa_Diop_Morocco_v_Norway_7_June_2026-161_%28cropped%29.jpg/500px-Issa_Diop_Morocco_v_Norway_7_June_2026-161_%28cropped%29.jpg,
138,Axel Disasi,Aston Villa,ok,Axel Disasi,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/AxelDisasi_%28cropped%29.jpg/500px-AxelDisasi_%28cropped%29.jpg,
139,Axel Disasi,Chelsea,ok,Axel Disasi,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/AxelDisasi_%28cropped%29.jpg/500px-AxelDisasi_%28cropped%29.jpg,
140,Roman Dixon,Everton,no_photo,Roman Dixon,English footballer (born 2004),,
141,Nasser Djiga,Wolves,ok,Nasser Djiga,Burkinabé footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Nasser_Djiga.jpg/500px-Nasser_Djiga.jpg,
142,Matt Doherty,Wolves,ok,"Matt Doherty (footballer, born 1992)",Irish footballer,https://upload.wikimedia.org/wikipedia/commons/3/33/Matt_Doherty.png,
143,Jeremy Doku,Manchester City,ok,Jérémy Doku,Belgian footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/J%C3%A9r%C3%A9my_Doku_USMNT_v_Belgium_Mar_28_2026-27_%28cropped%29.jpg/500px-J%C3%A9r%C3%A9my_Doku_USMNT_v_Belgium_Mar_28_2026-27_%28cropped%29.jpg,
144,Nicolás Domínguez,Nott'ham Forest,no_photo,Nicolás Domínguez,Argentine footballer,,
145,Patrick Dorgu,Manchester Utd,no_photo,Patrick Dorgu,Danish footballer (born 2004),,
146,Alfie Dorrington,Tottenham,no_photo,Alfie Dorrington,English footballer (born 2005),,
147,Abdoulaye Doucouré,Everton,ok,Abdoulaye Doucouré,French-Malian footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Stade_rennais_-_Le_Havre_AC_20150708_40.JPG/500px-Stade_rennais_-_Le_Havre_AC_20150708_40.JPG,
148,Cheick Doucouré,Crystal Palace,ok,Cheick Doucouré,Malian footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Lens_-_Sochaux_%2823-11-2019%29_81.jpg/500px-Lens_-_Sochaux_%2823-11-2019%29_81.jpg,
149,Flynn Downes,Southampton,ok,Flynn Downes,English footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/FlynnDownes2022.jpeg/500px-FlynnDownes2022.jpeg,
150,Tommy Doyle,Wolves,ok,Tommy Doyle (English footballer),English footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Tommy_Doyle.png/500px-Tommy_Doyle.png,
151,Radu Drăgușin,Tottenham,ok,Radu Drăgușin,Romanian footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/b/bf/Radu_Dragusin_-_Frosinone_vs_Genoa_14_May_2023.jpg,
152,Martin Dúbravka,Newcastle Utd,ok,Martin Dúbravka,Slovak footballer (born 1989),https://upload.wikimedia.org/wikipedia/commons/4/41/Martin_Dubravka_2018.jpg,
153,Lewis Dunk,Brighton,ok,Lewis Dunk,English footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/BHA_5_v_Espanyol_1_pre_season_30_07_2022_03.jpg/500px-BHA_5_v_Espanyol_1_pre_season_30_07_2022_03.jpg,
154,Jáder Durán,Aston Villa,ok,Jhon Durán,Colombian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Jhon_Dur%C3%A1n%2C_Esteghlal_FC_vs_Al-Nassr_FC_%28ACLElite%29%3B_3_Mar_2025.png/500px-Jhon_Dur%C3%A1n%2C_Esteghlal_FC_vs_Al-Nassr_FC_%28ACLElite%29%3B_3_Mar_2025.png,
155,Claudio Echeverri,Manchester City,no_photo,Claudio Echeverri,Argentine footballer (born 2006),,
156,Ederson,Manchester City,no_photo,"Éderson (footballer, born 1999)",Brazilian footballer,,
157,George Edmundson,Ipswich Town,ok,George Edmundson (footballer),English footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/George_Edmundson_16082025_%282%29.jpg/500px-George_Edmundson_16082025_%282%29.jpg,
158,Odsonne Édouard,Crystal Palace,ok,Odsonne Édouard,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Odsonne_Edouard_%28recadr%C3%A9e%29_%28cropped%29.jpg/500px-Odsonne_Edouard_%28recadr%C3%A9e%29_%28cropped%29.jpg,
159,Odsonne Édouard,Leicester City,ok,Odsonne Édouard,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Odsonne_Edouard_%28recadr%C3%A9e%29_%28cropped%29.jpg/500px-Odsonne_Edouard_%28recadr%C3%A9e%29_%28cropped%29.jpg,
160,Samuel Edozie,Southampton,ok,Samuel Edozie,English footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Samuel_Edozie_RSC_Anderlecht_2025.jpg/500px-Samuel_Edozie_RSC_Anderlecht_2025.jpg,
161,Ronnie Edwards,Southampton,ok,Ronnie Edwards (footballer),English footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ronnie_Edwards_15032025_%282%29.jpg/500px-Ronnie_Edwards_15032025_%282%29.jpg,
162,Anthony Elanga,Nott'ham Forest,ok,Anthony Elanga,Swedish footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Anthony_Elanga_%28Sweden_vs_Moldova%2C_12_October_2023%29.jpg/500px-Anthony_Elanga_%28Sweden_vs_Moldova%2C_12_October_2023%29.jpg,
163,Harvey Elliott,Liverpool,ok,Harvey Elliott,English footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Harvey_Elliott_in_2022.jpg/500px-Harvey_Elliott_in_2022.jpg,
164,Yunus Emre Konak,Brentford,ok,Yunus Emre Konak,Turkish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Yunus_Emre_Konak%2C_Brentford_F.C._footballer%2C_December_2025.jpg/500px-Yunus_Emre_Konak%2C_Brentford_F.C._footballer%2C_December_2025.jpg,
165,Julio Enciso,Ipswich Town,ok,"Julio Enciso (footballer, born 2004)",Paraguayan footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/3/30/Enciso_2022_2.jpg,
166,Julio Enciso,Brighton,ok,"Julio Enciso (footballer, born 2004)",Paraguayan footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/3/30/Enciso_2022_2.jpg,
167,Wataru Endo,Liverpool,ok,Wataru Endo,Japanese footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/f/fe/Wataru_Endo_at_Iran-Japan_pre-match_conference.jpg,
168,Christian Eriksen,Manchester Utd,ok,Christian Eriksen,Danish footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/d/d8/EriksenTottenham2016%28cropped%29_2.jpg,
169,Romain Esse,Crystal Palace,no_photo,Romain Esse,English footballer,,
170,Pervis Estupiñán,Brighton,ok,Pervis Estupiñán,Ecuadorian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Pervis_Estupinan_Cote_D%27Ivoire_v_Ecuador_14_June_2026-73.jpg/500px-Pervis_Estupinan_Cote_D%27Ivoire_v_Ecuador_14_June_2026-73.jpg,
171,Evanilson,Bournemouth,ok,"Evanilson (footballer, born 1999)",Brazilian footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Evanilson_2024.jpg/500px-Evanilson_2024.jpg,
172,Jake Evans,Leicester City,no_photo,"Jake Evans (footballer, born 2008)",English footballer (born 2008),,
173,Jonny Evans,Manchester Utd,ok,Jonny Evans,Northern Irish footballer (born 1988),https://upload.wikimedia.org/wikipedia/commons/2/25/Jonny_Evans%2C_CZE-NIR_2019-10-14_%283%29_%28cropped%29.jpg,
174,Eberechi Eze,Crystal Palace,ok,Eberechi Eze,English footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Qpr2018eberechieeze001.jpg/500px-Qpr2018eberechieeze001.jpg,
175,Łukasz Fabiański,West Ham,ok,Łukasz Fabiański,Polish footballer (born 1985),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/%C5%81ukasz_Fabia%C5%84ski%2C_2021_%28cropped%29.jpeg/500px-%C5%81ukasz_Fabia%C5%84ski%2C_2021_%28cropped%29.jpeg,
176,Wout Faes,Leicester City,ok,Wout Faes,Belgian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Wout_Faes_23082025_%281%29_%28cropped%29.jpg/500px-Wout_Faes_23082025_%281%29_%28cropped%29.jpg,
177,Abdul Fatawu Issahaku,Leicester City,ok,Abdul Fatawu,Ghanaian footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Abdul_Fatawu_24082024_%286%29.jpg/500px-Abdul_Fatawu_24082024_%286%29.jpg,
178,João Félix,Chelsea,ok,João Félix,Portuguese footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Jo%C3%A3o_F%C3%A9lix_USMNT_v_Portugal_Mar_31_2026-22_%28cropped%29.jpg/500px-Jo%C3%A3o_F%C3%A9lix_USMNT_v_Portugal_Mar_31_2026-22_%28cropped%29.jpg,
179,Evan Ferguson,West Ham,ok,Evan Ferguson,Irish footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Evan_Ferguson_YantsImages_-_Asatur_Yesayants_626_%28cropped%29.jpg/500px-Evan_Ferguson_YantsImages_-_Asatur_Yesayants_626_%28cropped%29.jpg,
180,Evan Ferguson,Brighton,ok,Evan Ferguson,Irish footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Evan_Ferguson_YantsImages_-_Asatur_Yesayants_626_%28cropped%29.jpg/500px-Evan_Ferguson_YantsImages_-_Asatur_Yesayants_626_%28cropped%29.jpg,
181,Bruno Fernandes,Manchester Utd,ok,Bruno Fernandes,Portuguese footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Bruno_Fernandes_USMNT_v_Portugal_Mar_31_2026-27_%28cropped%29.jpg/500px-Bruno_Fernandes_USMNT_v_Portugal_Mar_31_2026-27_%28cropped%29.jpg,
182,Mateus Fernandes,Southampton,ok,Mateus Fernandes (footballer),Portuguese footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Mateus_Fernandes_%28Ag%C3%AAncia_Lusa%29_cropped.png/500px-Mateus_Fernandes_%28Ag%C3%AAncia_Lusa%29_cropped.png,
183,Enzo Fernández,Chelsea,ok,Enzo Fernández,Argentine footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/0/0a/Enzo_Fern%C3%A1ndez_2025_FIFA_Club_World_Cup_Final.jpg,
184,Mark Flekken,Brentford,ok,Mark Flekken,Dutch footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flekken%2C_Mark_Greuther_F%C3%BCrth_15-16_WP_%28cropped%29.jpg/500px-Flekken%2C_Mark_Greuther_F%C3%BCrth_15-16_WP_%28cropped%29.jpg,
185,Phil Foden,Manchester City,ok,Phil Foden,English footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2613%2C_Phil_Foden.jpg/500px-2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2613%2C_Phil_Foden.jpg,
186,Wesley Fofana,Chelsea,ok,Wesley Fofana (footballer),French footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Wesley_Fofana_2022.jpg/500px-Wesley_Fofana_2022.jpg,
187,Carlos Forbs,Wolves,ok,Carlos Forbs,Portuguese footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Carlos_Forbs%29.jpg/500px-Carlos_Forbs%29.jpg,
188,Fraser Forster,Tottenham,ok,Fraser Forster,English footballer (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Fraser_Forster_09052026_%281%29.jpg/500px-Fraser_Forster_09052026_%281%29.jpg,
189,Matheus França,Crystal Palace,ok,Matheus França,Brazilian footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Viitorul_Constanta_vs._Flamengo_Rio_de_Janeiro_%28Spiel_um_den_f%C3%BCnften_Platz%29_24_%28Matheus_Fran%C3%A7a%29.jpg/500px-Viitorul_Constanta_vs._Flamengo_Rio_de_Janeiro_%28Spiel_um_den_f%C3%BCnften_Platz%29_24_%28Matheus_Fran%C3%A7a%29.jpg,
190,Ryan Fraser,Southampton,ok,Ryan Fraser,Scottish footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/5/5b/Ryan_Fraser_%28cropped%29.jpg,
191,Tyler Fredricson,Manchester Utd,no_photo,Tyler Fredricson,English footballer (born 2005),,
192,Niclas Füllkrug,West Ham,ok,Niclas Füllkrug,German footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/NiclasF%C3%BCllkrug_%28cropped%29.jpg/500px-NiclasF%C3%BCllkrug_%28cropped%29.jpg,
193,Cody Gakpo,Liverpool,ok,Cody Gakpo,Dutch footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Cody_Gakpo_06042025_%282%29_%28cropped%29.jpg/500px-Cody_Gakpo_06042025_%282%29_%28cropped%29.jpg,
194,Idrissa Gana Gueye,Everton,ok,Idrissa Gueye,Senegalese footballer (born 1989),https://upload.wikimedia.org/wikipedia/commons/a/ac/Idrissa_Gueye_%28cropped%29.jpg,
195,Andrés García,Aston Villa,ok,"Andrés García (footballer, born 2003)",Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Andres_Garcia_April_2026.jpg/500px-Andres_Garcia_April_2026.jpg,
196,Alejandro Garnacho,Manchester Utd,ok,Alejandro Garnacho,Argentine footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Alejandro_Garnacho_7_August_2022_%28cropped%29.jpg/500px-Alejandro_Garnacho_7_August_2022_%28cropped%29.jpg,
197,James Garner,Everton,ok,"James Garner (footballer, born 2001)",English footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/James_Garner_2025.jpg/500px-James_Garner_2025.jpg,
198,Tyrique George,Chelsea,ok,Tyrique George,English footballer (born 2006),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Tyrique_George_chelsea_gent_2024_warm_up.jpg/500px-Tyrique_George_chelsea_gent_2024_warm_up.jpg,
199,Morgan Gibbs-White,Nott'ham Forest,ok,Morgan Gibbs-White,English footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/2025%2C_Morgan_Gibbs-White_playing_for_Nottingham_Forest.jpg/500px-2025%2C_Morgan_Gibbs-White_playing_for_Nottingham_Forest.jpg,
200,Billy Gilmour,Brighton,ok,Billy Gilmour,Scottish footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Billy_Gilmour_2021-08-07_1_%28cropped%29_%28cropped%29.jpg/500px-Billy_Gilmour_2021-08-07_1_%28cropped%29_%28cropped%29.jpg,
201,Ben Godfrey,Ipswich Town,ok,Ben Godfrey,English footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/8/88/Ben_Godfrey_2019-05-06_1.jpg,
202,Martial Godo,Fulham,ok,Martial Godo,Ivorian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Martial_Godo_29122024_%28cropped%29.jpg/500px-Martial_Godo_29122024_%28cropped%29.jpg,
203,Michael Golding,Leicester City,no_photo,Michael Golding (footballer),English footballer (born 2006),,
204,João Gomes,Wolves,ok,"João Gomes (footballer, born 2001)",Brazilian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Jo%C3%A3o_Gomes_01112025_%287%29_%28croped%29.jpg/500px-Jo%C3%A3o_Gomes_01112025_%287%29_%28croped%29.jpg,
205,Rodrigo Gomes,Wolves,no_photo,Rodrigo Gomes,Portuguese footballer (born 2003),,
206,Toti Gomes,Wolves,ok,Toti Gomes,Footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/f/f3/Tote_Gomes_%28cropped%29_Wolves_vs_West_Ham_United_Full_Time.jpg,
207,Diego Gómez,Brighton,ok,Diego Gómez (Paraguayan footballer),Paraguayan footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Inter_Miami_vs_Real_Salt_Lake_02_%28cropped%29.jpg/500px-Inter_Miami_vs_Real_Salt_Lake_02_%28cropped%29.jpg,
208,Joe Gomez,Liverpool,ok,Joe Gomez,English footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Joe_Gomez_04012026_%281%29.jpg/500px-Joe_Gomez_04012026_%281%29.jpg,
209,Nicolás González,Manchester City,ok,"Nicolás González (footballer, born 1998)",Argentine footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/NicolasGonzalez_%28cropped%29.jpg/500px-NicolasGonzalez_%28cropped%29.jpg,
210,Anthony Gordon,Newcastle Utd,ok,Anthony Gordon (footballer),English footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gordon_in_2024_%28cropped%29.jpg/500px-Gordon_in_2024_%28cropped%29.jpg,
211,Ryan Gravenberch,Liverpool,ok,Ryan Gravenberch,Dutch footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/2022-07-30_Fu%C3%9Fball%2C_M%C3%A4nner%2C_DFL-Supercup%2C_RB_Leipzig_-_FC_Bayern_M%C3%BCnchen_1DX_3342_by_Stepro_%28cropped%29.jpg/500px-2022-07-30_Fu%C3%9Fball%2C_M%C3%A4nner%2C_DFL-Supercup%2C_RB_Leipzig_-_FC_Bayern_M%C3%BCnchen_1DX_3342_by_Stepro_%28cropped%29.jpg,
212,Archie Gray,Tottenham,ok,Archie Gray,English footballer (born 2006),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rangers_v_Tottenham_Hotspur_-_54202663229_%28Archie_Gray%29.jpg/500px-Rangers_v_Tottenham_Hotspur_-_54202663229_%28Archie_Gray%29.jpg,
